"district_no","year","Station_Rain","Station_Temp","Yield","Correlation","IR","IT"
1003,2010,5280,1736,90.1404411764706,"3:7",239.8,11.8666666666667
1003,2010,5280,1736,90.1404411764706,"3:8",381.9,12.6885869565217
1003,2010,5280,1736,90.1404411764706,"3:9",482.3,12.7084112149533
1003,2010,5280,1736,90.1404411764706,"3:10",550,12.2167346938776
1003,2011,5280,1736,83.3367647058823,"3:3",18.8,3.84516129032258
1003,2011,5280,1736,83.3367647058823,"3:4",26.8,7.6655737704918
1003,2011,5280,1736,83.3367647058823,"3:5",64.6,9.60217391304348
1003,2011,5280,1736,83.3367647058823,"3:6",235.9,11.3204918032787
1003,2011,5280,1736,83.3367647058823,"3:7",360.4,12.397385620915
1003,2011,5280,1736,83.3367647058823,"3:8",504.8,13.1771739130435
1003,2011,5280,1736,83.3367647058823,"3:9",571.7,13.3668224299065
1003,2011,5280,1736,83.3367647058823,"3:10",615.7,12.8759183673469
1003,2012,5280,1736,87.7330882352941,"3:3",8.6,7.09032258064516
1003,2012,5280,1736,87.7330882352941,"3:4",44.9,7.30655737704918
1003,2012,5280,1736,87.7330882352941,"3:5",69.8,9.46195652173913
1003,2012,5280,1736,87.7330882352941,"3:6",163.7,10.7237704918033
1003,2012,5280,1736,87.7330882352941,"3:7",258.3,12.0104575163399
1003,2012,5280,1736,87.7330882352941,"3:8",325,12.9266304347826
1003,2012,5280,1736,87.7330882352941,"3:9",386.2,12.9490654205607
1003,2012,5280,1736,87.7330882352941,"3:10",443.8,12.4363265306122
1003,2013,5280,1736,89.5294117647059,"3:3",23.4,-0.670967741935484
1003,2013,5280,1736,89.5294117647059,"3:4",43.1,3.32950819672131
1003,2013,5280,1736,89.5294117647059,"3:5",192.7,6.51739130434783
1003,2013,5280,1736,89.5294117647059,"3:6",320.4,8.74098360655738
1003,2013,5280,1736,89.5294117647059,"3:7",354.2,10.8444444444444
1003,2013,5280,1736,89.5294117647059,"3:8",391.7,12.0266304347826
1003,2013,5280,1736,89.5294117647059,"3:9",471.3,12.1654205607477
1003,2013,5280,1736,89.5294117647059,"3:10",529,12.0114285714286
1003,2014,5280,1736,106.425735294118,"3:3",28.2,6.84516129032258
1003,2014,5280,1736,106.425735294118,"3:4",90.3,8.71311475409836
1003,2014,5280,1736,106.425735294118,"3:5",188.1,10.0086956521739
1003,2014,5280,1736,106.425735294118,"3:6",231.2,11.405737704918
1003,2014,5280,1736,106.425735294118,"3:7",303.9,13.2104575163399
1003,2014,5280,1736,106.425735294118,"3:8",374.7,13.6826086956522
1003,2014,5280,1736,106.425735294118,"3:9",425.3,13.9757009345794
1003,2014,5280,1736,106.425735294118,"3:10",483.3,13.7836734693878
1003,2015,5280,1736,100.722058823529,"3:3",69.3,5.54516129032258
1003,2015,5280,1736,100.722058823529,"3:4",88,6.7655737704918
1003,2015,5280,1736,100.722058823529,"3:5",148.8,8.25108695652174
1003,2015,5280,1736,100.722058823529,"3:6",172.3,9.91639344262295
1003,2015,5280,1736,100.722058823529,"3:7",265.7,11.521568627451
1003,2015,5280,1736,100.722058823529,"3:8",333.4,12.75
1003,2015,5280,1736,100.722058823529,"3:9",415.6,12.7663551401869
1003,2015,5280,1736,100.722058823529,"3:10",457.3,12.2175510204082
1003,2016,5280,1736,97.7183823529412,"3:3",34.1,4.2741935483871
1003,2016,5280,1736,97.7183823529412,"3:4",82.9,5.87540983606557
1003,2016,5280,1736,97.7183823529412,"3:5",118.2,8.73152173913043
1003,2016,5280,1736,97.7183823529412,"3:6",228.8,10.8262295081967
1003,2016,5280,1736,97.7183823529412,"3:7",313.1,12.2869281045752
1003,2016,5280,1736,97.7183823529412,"3:8",369,13.0695652173913
1003,2016,5280,1736,97.7183823529412,"3:9",397.1,13.5869158878505
1003,2016,5280,1736,97.7183823529412,"3:10",440.7,12.9816326530612
1003,2017,5280,1736,85.2147058823529,"3:3",59.7,6.62903225806452
1003,2017,5280,1736,85.2147058823529,"3:4",113.6,6.85409836065574
1003,2017,5280,1736,85.2147058823529,"3:5",196.8,9.23913043478261
1003,2017,5280,1736,85.2147058823529,"3:6",323.5,11.0065573770492
1003,2017,5280,1736,85.2147058823529,"3:7",432.4,12.1993464052288
1003,2017,5280,1736,85.2147058823529,"3:8",496.4,12.9744565217391
1003,2017,5280,1736,85.2147058823529,"3:9",577.2,13.0369158878505
1003,2017,5280,1736,85.2147058823529,"3:10",745.2,12.8485714285714
1003,2018,5280,1736,76.3110294117647,"3:3",52.4,1.57741935483871
1003,2018,5280,1736,76.3110294117647,"3:4",85,6.28360655737705
1003,2018,5280,1736,76.3110294117647,"3:5",111.6,9.76086956521739
1003,2018,5280,1736,76.3110294117647,"3:6",131.2,11.7196721311475
1003,2018,5280,1736,76.3110294117647,"3:7",151.7,13.4555555555556
1003,2018,5280,1736,76.3110294117647,"3:8",221.4,14.3891304347826
1003,2018,5280,1736,76.3110294117647,"3:9",248.3,14.4443925233645
1003,2018,5280,1736,76.3110294117647,"3:10",290.3,13.9428571428571
1003,2019,5280,1736,86.1073529411765,"3:3",113.6,6.74516129032258
1003,2019,5280,1736,86.1073529411765,"3:4",142.9,8.24098360655738
1003,2019,5280,1736,86.1073529411765,"3:5",207.5,9.17065217391304
1003,2019,5280,1736,86.1073529411765,"3:6",279.9,11.6622950819672
1003,2019,5280,1736,86.1073529411765,"3:7",385.3,12.9143790849673
1003,2019,5280,1736,86.1073529411765,"3:8",453.1,13.8565217391304
1003,2019,5280,1736,86.1073529411765,"3:9",524.8,13.8771028037383
1003,2019,5280,1736,86.1073529411765,"3:10",607.9,13.4142857142857
1003,2020,5280,1736,84.6036764705882,"3:3",49.1,5.16451612903226
1003,2020,5280,1736,84.6036764705882,"3:4",69.8,7.2016393442623
1003,2020,5280,1736,84.6036764705882,"3:5",95.3,8.64021739130435
1003,2020,5280,1736,84.6036764705882,"3:6",137.8,10.7901639344262
1003,2020,5280,1736,84.6036764705882,"3:7",214.2,11.837908496732
1003,2020,5280,1736,84.6036764705882,"3:8",261.5,13.2135869565217
1003,2020,5280,1736,84.6036764705882,"3:9",302.8,13.3032710280374
1003,2020,5280,1736,84.6036764705882,"3:10",372,12.9767346938776
1003,2021,5280,1736,88.9,"3:3",61.4,4.92258064516129
1003,2021,5280,1736,88.9,"3:4",95.9,5.41967213114754
1003,2021,5280,1736,88.9,"3:5",200,7.19673913043478
1003,2021,5280,1736,88.9,"3:6",287.7,10.1188524590164
1003,2021,5280,1736,88.9,"3:7",352.5,11.9712418300654
1003,2021,5280,1736,88.9,"3:8",435,12.6755434782609
1003,2021,5280,1736,88.9,"3:9",521.4,12.9971962616822
1003,2021,5280,1736,88.9,"3:10",587.6,12.6526530612245
1051,2006,1266,1200,86.3977941176471,"3:3",82.8,0.429032258064516
1051,2006,1266,1200,86.3977941176471,"3:4",140.7,3.79344262295082
1051,2006,1266,1200,86.3977941176471,"3:5",196.5,6.77934782608696
1051,2006,1266,1200,86.3977941176471,"3:6",208.1,8.97131147540984
1051,2006,1266,1200,86.3977941176471,"3:7",242.2,11.3235294117647
1051,2006,1266,1200,86.3977941176471,"3:8",378.3,12.2538043478261
1051,2006,1266,1200,86.3977941176471,"3:9",425.6,12.9509345794393
1051,2006,1266,1200,86.3977941176471,"3:10",539.7,12.9428571428571
1051,2007,1266,1200,76.4579411764706,"3:3",49.9,7.03548387096774
1051,2007,1266,1200,76.4579411764706,"3:4",53.3,8.82786885245902
1051,2007,1266,1200,76.4579411764706,"3:5",130.3,10.1152173913043
1051,2007,1266,1200,76.4579411764706,"3:6",261.7,11.7549180327869
1051,2007,1266,1200,76.4579411764706,"3:7",443.9,12.7241830065359
1051,2007,1266,1200,76.4579411764706,"3:8",491.6,13.4673913043478
1051,2007,1266,1200,76.4579411764706,"3:9",583.1,13.4822429906542
1051,2007,1266,1200,76.4579411764706,"3:10",611.2,12.9130612244898
1051,2008,1266,1200,97.8180882352941,"3:3",95.1,4.68064516129032
1051,2008,1266,1200,97.8180882352941,"3:4",125.1,6.04754098360656
1051,2008,1266,1200,97.8180882352941,"3:5",147.2,8.56304347826087
1051,2008,1266,1200,97.8180882352941,"3:6",213.5,10.3770491803279
1051,2008,1266,1200,97.8180882352941,"3:7",351.2,11.8751633986928
1051,2008,1266,1200,97.8180882352941,"3:8",518.1,12.7054347826087
1051,2008,1266,1200,97.8180882352941,"3:9",582.9,12.75
1051,2008,1266,1200,97.8180882352941,"3:10",786.7,12.3628571428571
1051,2009,1266,1200,93.0782352941176,"3:3",69.7,4.77741935483871
1051,2009,1266,1200,93.0782352941176,"3:4",91.1,7.95573770491803
1051,2009,1266,1200,93.0782352941176,"3:5",139.5,9.42826086956522
1051,2009,1266,1200,93.0782352941176,"3:6",240.7,10.5180327868852
1051,2009,1266,1200,93.0782352941176,"3:7",368.4,11.9509803921569
1051,2009,1266,1200,93.0782352941176,"3:8",449.8,12.9614130434783
1051,2009,1266,1200,93.0782352941176,"3:9",495,13.185046728972
1051,2009,1266,1200,93.0782352941176,"3:10",565.2,12.5604081632653
1051,2010,1266,1200,88.3383823529412,"3:3",53.5,4.24838709677419
1051,2010,1266,1200,88.3383823529412,"3:4",90.4,6.18524590163934
1051,2010,1266,1200,88.3383823529412,"3:5",144.3,7.225
1051,2010,1266,1200,88.3383823529412,"3:6",178.8,9.03114754098361
1051,2010,1266,1200,88.3383823529412,"3:7",235.8,11.1718954248366
1051,2010,1266,1200,88.3383823529412,"3:8",361.6,12.0755434782609
1051,2010,1266,1200,88.3383823529412,"3:9",481.7,12.2331775700935
1051,2010,1266,1200,88.3383823529412,"3:10",554.1,11.8669387755102
1051,2011,1266,1200,89.4985294117647,"3:3",19.4,3.72903225806452
1051,2011,1266,1200,89.4985294117647,"3:4",25.7,7.14918032786885
1051,2011,1266,1200,89.4985294117647,"3:5",73.6,8.99782608695652
1051,2011,1266,1200,89.4985294117647,"3:6",147.8,10.605737704918
1051,2011,1266,1200,89.4985294117647,"3:7",254.1,11.7013071895425
1051,2011,1266,1200,89.4985294117647,"3:8",467.1,12.5347826086957
1051,2011,1266,1200,89.4985294117647,"3:9",601.5,12.8654205607477
1051,2011,1266,1200,89.4985294117647,"3:10",698,12.5473469387755
1051,2012,1266,1200,87.0586764705882,"3:3",14.2,6.07096774193548
1051,2012,1266,1200,87.0586764705882,"3:4",62.8,6.57049180327869
1051,2012,1266,1200,87.0586764705882,"3:5",139.2,8.6945652173913
1051,2012,1266,1200,87.0586764705882,"3:6",228.9,9.92049180327869
1051,2012,1266,1200,87.0586764705882,"3:7",380.9,11.243137254902
1051,2012,1266,1200,87.0586764705882,"3:8",456.6,12.2788043478261
1051,2012,1266,1200,87.0586764705882,"3:9",561.6,12.4845794392523
1051,2012,1266,1200,87.0586764705882,"3:10",647.8,12.1142857142857
1051,2013,1266,1200,86.4188235294118,"3:3",18.4,-0.406451612903226
1051,2013,1266,1200,86.4188235294118,"3:4",41.9,2.9655737704918
1051,2013,1266,1200,86.4188235294118,"3:5",131.6,5.86521739130435
1051,2013,1266,1200,86.4188235294118,"3:6",233.9,7.96967213114754
1051,2013,1266,1200,86.4188235294118,"3:7",269.3,9.92549019607843
1051,2013,1266,1200,86.4188235294118,"3:8",320.4,11.2114130434783
1051,2013,1266,1200,86.4188235294118,"3:9",419.9,11.5135514018692
1051,2013,1266,1200,86.4188235294118,"3:10",531.1,11.4783673469388
1051,2014,1266,1200,102.178970588235,"3:3",27.1,6.43225806451613
1051,2014,1266,1200,102.178970588235,"3:4",72.2,8.25573770491803
1051,2014,1266,1200,102.178970588235,"3:5",160.7,9.60543478260869
1051,2014,1266,1200,102.178970588235,"3:6",215.7,11.0065573770492
1051,2014,1266,1200,102.178970588235,"3:7",304.9,12.778431372549
1051,2014,1266,1200,102.178970588235,"3:8",467.7,13.3434782608696
1051,2014,1266,1200,102.178970588235,"3:9",518.6,13.6841121495327
1051,2014,1266,1200,102.178970588235,"3:10",572.7,13.5677551020408
1051,2015,1266,1200,98.5391176470588,"3:3",72.3,5.46129032258064
1051,2015,1266,1200,98.5391176470588,"3:4",107.3,6.50491803278689
1051,2015,1266,1200,98.5391176470588,"3:5",190,7.8945652173913
1051,2015,1266,1200,98.5391176470588,"3:6",231.7,9.36065573770492
1051,2015,1266,1200,98.5391176470588,"3:7",418.5,10.8869281045752
1051,2015,1266,1200,98.5391176470588,"3:8",480.9,12.0929347826087
1051,2015,1266,1200,98.5391176470588,"3:9",564.4,12.2616822429907
1051,2015,1266,1200,98.5391176470588,"3:10",606.9,11.8942857142857
1051,2016,1266,1200,84.2992647058824,"3:3",41.8,4.35806451612903
1051,2016,1266,1200,84.2992647058824,"3:4",104.1,5.81147540983607
1051,2016,1266,1200,84.2992647058824,"3:5",131.2,8.50978260869565
1051,2016,1266,1200,84.2992647058824,"3:6",274.4,10.477868852459
1051,2016,1266,1200,84.2992647058824,"3:7",382.3,11.8901960784314
1051,2016,1266,1200,84.2992647058824,"3:8",450.2,12.7527173913043
1051,2016,1266,1200,84.2992647058824,"3:9",523.1,13.3710280373832
1051,2016,1266,1200,84.2992647058824,"3:10",579.1,12.829387755102
1051,2017,1266,1200,89.6594117647059,"3:3",60.9,6.31612903225806
1051,2017,1266,1200,89.6594117647059,"3:4",118.8,6.77213114754098
1051,2017,1266,1200,89.6594117647059,"3:5",178.8,8.91195652173913
1051,2017,1266,1200,89.6594117647059,"3:6",308.3,10.6737704918033
1051,2017,1266,1200,89.6594117647059,"3:7",390.6,11.8777777777778
1051,2017,1266,1200,89.6594117647059,"3:8",468.2,12.7163043478261
1051,2017,1266,1200,89.6594117647059,"3:9",595.1,12.8752336448598
1051,2017,1266,1200,89.6594117647059,"3:10",760.8,12.8257142857143
1051,2018,1266,1200,76.3195588235294,"3:3",48.6,1.95161290322581
1051,2018,1266,1200,76.3195588235294,"3:4",109.4,6.03114754098361
1051,2018,1266,1200,76.3195588235294,"3:5",132.2,9.47391304347826
1051,2018,1266,1200,76.3195588235294,"3:6",174.5,11.2581967213115
1051,2018,1266,1200,76.3195588235294,"3:7",184,12.8705882352941
1051,2018,1266,1200,76.3195588235294,"3:8",254.7,13.8108695652174
1051,2018,1266,1200,76.3195588235294,"3:9",332.8,13.9705607476636
1051,2018,1266,1200,76.3195588235294,"3:10",388.7,13.6779591836735
1051,2019,1266,1200,88.7797058823529,"3:3",134.7,6.71612903225806
1051,2019,1266,1200,88.7797058823529,"3:4",153.9,7.9655737704918
1051,2019,1266,1200,88.7797058823529,"3:5",208.2,8.98804347826087
1051,2019,1266,1200,88.7797058823529,"3:6",281.3,11.1262295081967
1051,2019,1266,1200,88.7797058823529,"3:7",360.1,12.4424836601307
1051,2019,1266,1200,88.7797058823529,"3:8",464.7,13.4570652173913
1051,2019,1266,1200,88.7797058823529,"3:9",599.2,13.6023364485981
1051,2019,1266,1200,88.7797058823529,"3:10",696.9,13.2281632653061
1051,2020,1266,1200,93.9398529411765,"3:3",44.8,5.42258064516129
1051,2020,1266,1200,93.9398529411765,"3:4",62.8,7.0655737704918
1051,2020,1266,1200,93.9398529411765,"3:5",93.1,8.41521739130435
1051,2020,1266,1200,93.9398529411765,"3:6",141.4,10.5245901639344
1051,2020,1266,1200,93.9398529411765,"3:7",243.9,11.6366013071895
1051,2020,1266,1200,93.9398529411765,"3:8",347.4,13.0146739130435
1051,2020,1266,1200,93.9398529411765,"3:9",386.1,13.2088785046729
1051,2020,1266,1200,93.9398529411765,"3:10",505.9,12.9220408163265
1051,2021,1266,1200,85.7,"3:3",73.6,5.05806451612903
1051,2021,1266,1200,85.7,"3:4",100.4,5.65737704918033
1051,2021,1266,1200,85.7,"3:5",232,7.26413043478261
1051,2021,1266,1200,85.7,"3:6",316.5,9.78852459016393
1051,2021,1266,1200,85.7,"3:7",369.4,11.6176470588235
1051,2021,1266,1200,85.7,"3:8",459,12.4304347826087
1051,2021,1266,1200,85.7,"3:9",533.5,12.8785046728972
1051,2021,1266,1200,85.7,"3:10",629.3,12.6865306122449
1053,2006,1736,591,83.6044117647059,"3:3",72.8,0.961290322580645
1053,2006,1736,591,83.6044117647059,"3:4",141.4,4.37049180327869
1053,2006,1736,591,83.6044117647059,"3:5",211.3,7.33695652173913
1053,2006,1736,591,83.6044117647059,"3:6",230.2,9.68852459016393
1053,2006,1736,591,83.6044117647059,"3:7",255.6,12.3418300653595
1053,2006,1736,591,83.6044117647059,"3:8",407.5,13.1054347826087
1053,2006,1736,591,83.6044117647059,"3:9",447.9,13.735046728972
1053,2006,1736,591,83.6044117647059,"3:10",492.5,13.5881632653061
1053,2007,1736,591,72.8241176470588,"3:3",57.2,7.16774193548387
1053,2007,1736,591,72.8241176470588,"3:4",60,9.06393442622951
1053,2007,1736,591,72.8241176470588,"3:5",172.8,10.7347826086957
1053,2007,1736,591,72.8241176470588,"3:6",332.2,12.35
1053,2007,1736,591,72.8241176470588,"3:7",418.5,13.3692810457516
1053,2007,1736,591,72.8241176470588,"3:8",505.3,14.058152173913
1053,2007,1736,591,72.8241176470588,"3:9",562.7,13.9901869158879
1053,2007,1736,591,72.8241176470588,"3:10",596.3,13.3175510204082
1053,2008,1736,591,91.7438235294118,"3:3",95.8,4.41935483870968
1053,2008,1736,591,91.7438235294118,"3:4",140.9,6.0983606557377
1053,2008,1736,591,91.7438235294118,"3:5",152,8.86739130434783
1053,2008,1736,591,91.7438235294118,"3:6",174.1,10.872131147541
1053,2008,1736,591,91.7438235294118,"3:7",266.3,12.4137254901961
1053,2008,1736,591,91.7438235294118,"3:8",363.6,13.2690217391304
1053,2008,1736,591,91.7438235294118,"3:9",396.5,13.3060747663551
1053,2008,1736,591,91.7438235294118,"3:10",479.3,12.8661224489796
1053,2009,1736,591,90.8635294117647,"3:3",58.5,5.06129032258065
1053,2009,1736,591,90.8635294117647,"3:4",74.6,8.59344262295082
1053,2009,1736,591,90.8635294117647,"3:5",115.6,10.2076086956522
1053,2009,1736,591,90.8635294117647,"3:6",180.6,11.2147540983607
1053,2009,1736,591,90.8635294117647,"3:7",308.5,12.718954248366
1053,2009,1736,591,90.8635294117647,"3:8",328.6,13.7722826086957
1053,2009,1736,591,90.8635294117647,"3:9",364.6,13.9528037383178
1053,2009,1736,591,90.8635294117647,"3:10",450.4,13.1942857142857
1053,2010,1736,591,86.8832352941176,"3:3",68.1,4.75806451612903
1053,2010,1736,591,86.8832352941176,"3:4",88.1,6.72950819672131
1053,2010,1736,591,86.8832352941176,"3:5",176.6,7.89021739130435
1053,2010,1736,591,86.8832352941176,"3:6",212.9,9.91393442622951
1053,2010,1736,591,86.8832352941176,"3:7",229.5,12.256862745098
1053,2010,1736,591,86.8832352941176,"3:8",451.8,13.083152173913
1053,2010,1736,591,86.8832352941176,"3:9",553.3,13.0873831775701
1053,2010,1736,591,86.8832352941176,"3:10",584,12.5632653061224
1053,2011,1736,591,77.6029411764706,"3:3",13.7,4.37096774193548
1053,2011,1736,591,77.6029411764706,"3:4",25.2,8.24426229508197
1053,2011,1736,591,77.6029411764706,"3:5",53,10.1369565217391
1053,2011,1736,591,77.6029411764706,"3:6",130.9,11.8098360655738
1053,2011,1736,591,77.6029411764706,"3:7",250.6,12.8098039215686
1053,2011,1736,591,77.6029411764706,"3:8",381.4,13.5788043478261
1053,2011,1736,591,77.6029411764706,"3:9",425,13.8247663551402
1053,2011,1736,591,77.6029411764706,"3:10",455.2,13.3497959183673
1053,2012,1736,591,87.4226470588235,"3:3",6.2,7.3
1053,2012,1736,591,87.4226470588235,"3:4",37.6,7.5344262295082
1053,2012,1736,591,87.4226470588235,"3:5",63.7,9.73369565217391
1053,2012,1736,591,87.4226470588235,"3:6",140.4,11.0032786885246
1053,2012,1736,591,87.4226470588235,"3:7",271.6,12.3084967320261
1053,2012,1736,591,87.4226470588235,"3:8",302,13.275
1053,2012,1736,591,87.4226470588235,"3:9",338.5,13.3584112149533
1053,2012,1736,591,87.4226470588235,"3:10",406.6,12.8432653061224
1053,2013,1736,591,91.4423529411765,"3:3",27.1,-0.935483870967742
1053,2013,1736,591,91.4423529411765,"3:4",61.6,3.31475409836066
1053,2013,1736,591,91.4423529411765,"3:5",155.9,6.48804347826087
1053,2013,1736,591,91.4423529411765,"3:6",235.9,8.75573770491803
1053,2013,1736,591,91.4423529411765,"3:7",250.1,10.9320261437908
1053,2013,1736,591,91.4423529411765,"3:8",272.9,12.1630434782609
1053,2013,1736,591,91.4423529411765,"3:9",349,12.3299065420561
1053,2013,1736,591,91.4423529411765,"3:10",411.3,12.1828571428571
1053,2014,1736,591,104.162058823529,"3:3",24.9,7
1053,2014,1736,591,104.162058823529,"3:4",82.4,8.85737704918033
1053,2014,1736,591,104.162058823529,"3:5",146.1,10.104347826087
1053,2014,1736,591,104.162058823529,"3:6",202.9,11.5090163934426
1053,2014,1736,591,104.162058823529,"3:7",279.3,13.3143790849673
1053,2014,1736,591,104.162058823529,"3:8",323.3,13.8451086956522
1053,2014,1736,591,104.162058823529,"3:9",340.8,14.1392523364486
1053,2014,1736,591,104.162058823529,"3:10",387.9,13.9330612244898
1053,2015,1736,591,95.8817647058823,"3:3",79.8,5.71290322580645
1053,2015,1736,591,95.8817647058823,"3:4",105.8,7.05409836065574
1053,2015,1736,591,95.8817647058823,"3:5",141.6,8.55869565217391
1053,2015,1736,591,95.8817647058823,"3:6",159.5,10.2098360655738
1053,2015,1736,591,95.8817647058823,"3:7",259.5,11.8104575163399
1053,2015,1736,591,95.8817647058823,"3:8",347.9,13.0679347826087
1053,2015,1736,591,95.8817647058823,"3:9",402.2,13.131308411215
1053,2015,1736,591,95.8817647058823,"3:10",445.5,12.570612244898
1053,2016,1736,591,90.9014705882353,"3:3",27.6,4.41612903225806
1053,2016,1736,591,90.9014705882353,"3:4",80.9,6.12131147540984
1053,2016,1736,591,90.9014705882353,"3:5",116.3,8.94782608695652
1053,2016,1736,591,90.9014705882353,"3:6",200.9,11.0344262295082
1053,2016,1736,591,90.9014705882353,"3:7",270.3,12.5477124183007
1053,2016,1736,591,90.9014705882353,"3:8",321.1,13.4032608695652
1053,2016,1736,591,90.9014705882353,"3:9",350.4,13.9976635514019
1053,2016,1736,591,90.9014705882353,"3:10",392.6,13.3440816326531
1053,2017,1736,591,83.8211764705882,"3:3",55.6,7.04838709677419
1053,2017,1736,591,83.8211764705882,"3:4",115.2,7.20327868852459
1053,2017,1736,591,83.8211764705882,"3:5",204.4,9.48152173913043
1053,2017,1736,591,83.8211764705882,"3:6",363.3,11.2245901639344
1053,2017,1736,591,83.8211764705882,"3:7",469.7,12.4156862745098
1053,2017,1736,591,83.8211764705882,"3:8",530.1,13.2548913043478
1053,2017,1736,591,83.8211764705882,"3:9",590.1,13.3242990654206
1053,2017,1736,591,83.8211764705882,"3:10",694.8,13.1285714285714
1053,2018,1736,591,66.4408823529412,"3:3",76,1.68709677419355
1053,2018,1736,591,66.4408823529412,"3:4",120.4,6.68196721311475
1053,2018,1736,591,66.4408823529412,"3:5",137.6,10.2771739130435
1053,2018,1736,591,66.4408823529412,"3:6",156.8,12.2081967213115
1053,2018,1736,591,66.4408823529412,"3:7",209.2,13.940522875817
1053,2018,1736,591,66.4408823529412,"3:8",238.7,14.9309782608696
1053,2018,1736,591,66.4408823529412,"3:9",256.3,15.0518691588785
1053,2018,1736,591,66.4408823529412,"3:10",280.2,14.5861224489796
1053,2019,1736,591,84.8605882352941,"3:3",78.2,6.99354838709677
1053,2019,1736,591,84.8605882352941,"3:4",97.4,8.5327868852459
1053,2019,1736,591,84.8605882352941,"3:5",133,9.57391304347826
1053,2019,1736,591,84.8605882352941,"3:6",248.6,12.1090163934426
1053,2019,1736,591,84.8605882352941,"3:7",295.7,13.3398692810458
1053,2019,1736,591,84.8605882352941,"3:8",340.2,14.3451086956522
1053,2019,1736,591,84.8605882352941,"3:9",425.2,14.3663551401869
1053,2019,1736,591,84.8605882352941,"3:10",493.3,13.9048979591837
1053,2020,1736,591,86.2802941176471,"3:3",42,5.51935483870968
1053,2020,1736,591,86.2802941176471,"3:4",82.6,7.72295081967213
1053,2020,1736,591,86.2802941176471,"3:5",103.3,9.20217391304348
1053,2020,1736,591,86.2802941176471,"3:6",162.2,11.333606557377
1053,2020,1736,591,86.2802941176471,"3:7",254.8,12.4267973856209
1053,2020,1736,591,86.2802941176471,"3:8",303.8,13.8005434782609
1053,2020,1736,591,86.2802941176471,"3:9",339.1,13.9443925233645
1053,2020,1736,591,86.2802941176471,"3:10",400.4,13.5595918367347
1053,2021,1736,591,86.1,"3:3",68.4,5.28387096774194
1053,2021,1736,591,86.1,"3:4",101.9,5.74098360655738
1053,2021,1736,591,86.1,"3:5",216.4,7.51086956521739
1053,2021,1736,591,86.1,"3:6",274.8,10.4950819672131
1053,2021,1736,591,86.1,"3:7",331.8,12.3470588235294
1053,2021,1736,591,86.1,"3:8",441.6,13.0842391304348
1053,2021,1736,591,86.1,"3:9",489,13.411214953271
1053,2021,1736,591,86.1,"3:10",544.1,13.0640816326531
1054,2006,7298,4393,86.7213235294118,"3:3",55.6,0.732258064516129
1054,2006,7298,4393,86.7213235294118,"3:4",117.6,3.83114754098361
