"district_no","year","stations_id","Yield","Correlation","IR","IT"
1051,2014,1266,102.178970588235,"3:5",160.7,9.60434782608696
1051,2014,1266,102.178970588235,"3:6",215.7,11.0598360655738
1051,2014,1266,102.178970588235,"3:7",304.9,12.8503267973856
1051,2014,1266,102.178970588235,"3:8",467.7,13.3826086956522
1051,2014,1266,102.178970588235,"3:9",518.6,13.6943925233645
1051,2014,1266,102.178970588235,"3:10",572.7,13.56
1051,2015,1266,98.5391176470588,"3:3",72.3,5.49032258064516
1051,2015,1266,98.5391176470588,"3:4",107.3,6.61475409836066
1051,2015,1266,98.5391176470588,"3:5",190,7.95108695652174
1051,2015,1266,98.5391176470588,"3:6",231.7,9.41639344262295
1051,2015,1266,98.5391176470588,"3:7",418.5,10.9287581699346
1051,2015,1266,98.5391176470588,"3:8",480.9,12.1271739130435
1051,2015,1266,98.5391176470588,"3:9",564.4,12.2906542056075
1051,2015,1266,98.5391176470588,"3:10",606.9,11.9322448979592
1051,2016,1266,84.2992647058824,"3:3",41.8,4.35806451612903
1051,2016,1266,84.2992647058824,"3:4",104.1,5.72295081967213
1051,2016,1266,84.2992647058824,"3:5",131.2,8.47173913043478
1051,2016,1266,84.2992647058824,"3:6",274.4,10.5229508196721
1051,2016,1266,84.2992647058824,"3:7",382.3,11.918954248366
1051,2016,1266,84.2992647058824,"3:8",450.2,12.7309782608696
1051,2016,1266,84.2992647058824,"3:9",523.1,13.3205607476636
1051,2016,1266,84.2992647058824,"3:10",579.1,12.7955102040816
1051,2017,1266,89.6594117647059,"3:3",60.9,6.31935483870968
1051,2017,1266,89.6594117647059,"3:4",118.8,6.68196721311475
1051,2017,1266,89.6594117647059,"3:5",178.8,8.84891304347826
1051,2017,1266,89.6594117647059,"3:6",308.3,10.5959016393443
1051,2017,1266,89.6594117647059,"3:7",390.6,11.7699346405229
1051,2017,1266,89.6594117647059,"3:8",468.2,12.5646739130435
1051,2017,1266,89.6594117647059,"3:9",595.1,12.7107476635514
1051,2017,1266,89.6594117647059,"3:10",760.8,12.6375510204082
1051,2018,1266,76.3195588235294,"3:3",48.6,1.79032258064516
1051,2018,1266,76.3195588235294,"3:4",109.4,5.87868852459016
1051,2018,1266,76.3195588235294,"3:5",132.2,9.27391304347826
1051,2018,1266,76.3195588235294,"3:6",174.5,11.1237704918033
1051,2018,1266,76.3195588235294,"3:7",184,12.8111111111111
1051,2018,1266,76.3195588235294,"3:8",254.7,13.7391304347826
1051,2018,1266,76.3195588235294,"3:9",332.8,13.8682242990654
1051,2018,1266,76.3195588235294,"3:10",388.7,13.5534693877551
1051,2019,1266,88.7797058823529,"3:3",134.7,6.51612903225806
1051,2019,1266,88.7797058823529,"3:4",153.9,7.80655737704918
1051,2019,1266,88.7797058823529,"3:5",208.2,8.84782608695652
1051,2019,1266,88.7797058823529,"3:6",281.3,11.055737704918
1051,2019,1266,88.7797058823529,"3:7",360.1,12.3248366013072
1051,2019,1266,88.7797058823529,"3:8",464.7,13.2913043478261
1051,2019,1266,88.7797058823529,"3:9",599.2,13.396261682243
1051,2019,1266,88.7797058823529,"3:10",696.9,13.0314285714286
1051,2020,1266,93.9398529411765,"3:3",44.8,5.31935483870968
1051,2020,1266,93.9398529411765,"3:4",62.8,7.07049180327869
1051,2020,1266,93.9398529411765,"3:5",93.1,8.47065217391304
1051,2020,1266,93.9398529411765,"3:6",141.4,10.6
1051,2020,1266,93.9398529411765,"3:7",243.9,11.6248366013072
1051,2020,1266,93.9398529411765,"3:8",347.4,12.9505434782609
1051,2020,1266,93.9398529411765,"3:9",386.1,13.1420560747664
1051,2020,1266,93.9398529411765,"3:10",505.9,12.8436734693878
1051,2021,1266,85.7,"3:3",73.6,4.90322580645161
1051,2021,1266,85.7,"3:4",100.4,5.53114754098361
1051,2021,1266,85.7,"3:5",232,7.18152173913044
1051,2021,1266,85.7,"3:6",316.5,9.78688524590164
1051,2021,1266,85.7,"3:7",369.4,11.6091503267974
1051,2021,1266,85.7,"3:8",459,12.383152173913
1051,2021,1266,85.7,"3:9",533.5,12.8144859813084
1051,2021,1266,85.7,"3:10",629.3,12.5979591836735
1053,2006,1736,83.6044117647059,"3:3",72.8,0.629032258064516
1053,2006,1736,83.6044117647059,"3:4",141.4,4.10491803278689
1053,2006,1736,83.6044117647059,"3:5",211.3,7.09347826086957
1053,2006,1736,83.6044117647059,"3:6",230.2,9.34754098360656
1053,2006,1736,83.6044117647059,"3:7",255.6,11.9045751633987
1053,2006,1736,83.6044117647059,"3:8",407.5,12.7
1053,2006,1736,83.6044117647059,"3:9",447.9,13.2873831775701
1053,2006,1736,83.6044117647059,"3:10",492.5,13.1669387755102
1053,2007,1736,72.8241176470588,"3:3",57.2,7.02903225806452
1053,2007,1736,72.8241176470588,"3:4",60,8.84098360655738
1053,2007,1736,72.8241176470588,"3:5",172.8,10.4260869565217
1053,2007,1736,72.8241176470588,"3:6",332.2,12.0459016393443
1053,2007,1736,72.8241176470588,"3:7",418.5,12.997385620915
1053,2007,1736,72.8241176470588,"3:8",505.3,13.6603260869565
1053,2007,1736,72.8241176470588,"3:9",562.7,13.6294392523364
1053,2007,1736,72.8241176470588,"3:10",596.3,12.9395918367347
1053,2008,1736,91.7438235294118,"3:3",95.8,4.5
1053,2008,1736,91.7438235294118,"3:4",140.9,6.12622950819672
1053,2008,1736,91.7438235294118,"3:5",152,8.74021739130435
1053,2008,1736,91.7438235294118,"3:6",174.1,10.7065573770492
1053,2008,1736,91.7438235294118,"3:7",266.3,12.2607843137255
1053,2008,1736,91.7438235294118,"3:8",363.6,13.0739130434783
1053,2008,1736,91.7438235294118,"3:9",396.5,13.0677570093458
1053,2008,1736,91.7438235294118,"3:10",479.3,12.6097959183673
1053,2009,1736,90.8635294117647,"3:3",58.5,4.81290322580645
1053,2009,1736,90.8635294117647,"3:4",74.6,8.29016393442623
1053,2009,1736,90.8635294117647,"3:5",115.6,9.83369565217391
1053,2009,1736,90.8635294117647,"3:6",180.6,10.8795081967213
1053,2009,1736,90.8635294117647,"3:7",308.5,12.3483660130719
1053,2009,1736,90.8635294117647,"3:8",328.6,13.3489130434783
1053,2009,1736,90.8635294117647,"3:9",364.6,13.4822429906542
1053,2009,1736,90.8635294117647,"3:10",450.4,12.7567346938776
1053,2010,1736,86.8832352941176,"3:3",68.1,4.50322580645161
1053,2010,1736,86.8832352941176,"3:4",88.1,6.4672131147541
1053,2010,1736,86.8832352941176,"3:5",176.6,7.675
1053,2010,1736,86.8832352941176,"3:6",212.9,9.58770491803279
1053,2010,1736,86.8832352941176,"3:7",229.5,11.8666666666667
1053,2010,1736,86.8832352941176,"3:8",451.8,12.6885869565217
1053,2010,1736,86.8832352941176,"3:9",553.3,12.7084112149533
1053,2010,1736,86.8832352941176,"3:10",584,12.2167346938776
1053,2011,1736,77.6029411764706,"3:3",13.7,3.84516129032258
1053,2011,1736,77.6029411764706,"3:4",25.2,7.6655737704918
1053,2011,1736,77.6029411764706,"3:5",53,9.60217391304348
1053,2011,1736,77.6029411764706,"3:6",130.9,11.3204918032787
1053,2011,1736,77.6029411764706,"3:7",250.6,12.397385620915
1053,2011,1736,77.6029411764706,"3:8",381.4,13.1771739130435
1053,2011,1736,77.6029411764706,"3:9",425,13.3668224299065
1053,2011,1736,77.6029411764706,"3:10",455.2,12.8759183673469
1053,2012,1736,87.4226470588235,"3:3",6.2,7.09032258064516
1053,2012,1736,87.4226470588235,"3:4",37.6,7.30655737704918
1053,2012,1736,87.4226470588235,"3:5",63.7,9.46195652173913
1053,2012,1736,87.4226470588235,"3:6",140.4,10.7237704918033
1053,2012,1736,87.4226470588235,"3:7",271.6,12.0104575163399
1053,2012,1736,87.4226470588235,"3:8",302,12.9266304347826
1053,2012,1736,87.4226470588235,"3:9",338.5,12.9490654205607
1053,2012,1736,87.4226470588235,"3:10",406.6,12.4363265306122
1053,2013,1736,91.4423529411765,"3:3",27.1,-0.670967741935484
1053,2013,1736,91.4423529411765,"3:4",61.6,3.32950819672131
1053,2013,1736,91.4423529411765,"3:5",155.9,6.51739130434783
1053,2013,1736,91.4423529411765,"3:6",235.9,8.74098360655738
1053,2013,1736,91.4423529411765,"3:7",250.1,10.8444444444444
1053,2013,1736,91.4423529411765,"3:8",272.9,12.0266304347826
1053,2013,1736,91.4423529411765,"3:9",349,12.1654205607477
1053,2013,1736,91.4423529411765,"3:10",411.3,12.0114285714286
1053,2014,1736,104.162058823529,"3:3",24.9,6.84516129032258
1053,2014,1736,104.162058823529,"3:4",82.4,8.71311475409836
1053,2014,1736,104.162058823529,"3:5",146.1,10.0086956521739
1053,2014,1736,104.162058823529,"3:6",202.9,11.405737704918
1053,2014,1736,104.162058823529,"3:7",279.3,13.2104575163399
1053,2014,1736,104.162058823529,"3:8",323.3,13.6826086956522
1053,2014,1736,104.162058823529,"3:9",340.8,13.9757009345794
1053,2014,1736,104.162058823529,"3:10",387.9,13.7836734693878
1053,2015,1736,95.8817647058823,"3:3",79.8,5.54516129032258
1053,2015,1736,95.8817647058823,"3:4",105.8,6.7655737704918
1053,2015,1736,95.8817647058823,"3:5",141.6,8.25108695652174
1053,2015,1736,95.8817647058823,"3:6",159.5,9.91639344262295
1053,2015,1736,95.8817647058823,"3:7",259.5,11.521568627451
1053,2015,1736,95.8817647058823,"3:8",347.9,12.75
1053,2015,1736,95.8817647058823,"3:9",402.2,12.7663551401869
1053,2015,1736,95.8817647058823,"3:10",445.5,12.2175510204082
1053,2016,1736,90.9014705882353,"3:3",27.6,4.2741935483871
1053,2016,1736,90.9014705882353,"3:4",80.9,5.87540983606557
1053,2016,1736,90.9014705882353,"3:5",116.3,8.73152173913043
1053,2016,1736,90.9014705882353,"3:6",200.9,10.8262295081967
1053,2016,1736,90.9014705882353,"3:7",270.3,12.2869281045752
1053,2016,1736,90.9014705882353,"3:8",321.1,13.0695652173913
1053,2016,1736,90.9014705882353,"3:9",350.4,13.5869158878505
1053,2016,1736,90.9014705882353,"3:10",392.6,12.9816326530612
1053,2017,1736,83.8211764705882,"3:3",55.6,6.62903225806452
1053,2017,1736,83.8211764705882,"3:4",115.2,6.85409836065574
1053,2017,1736,83.8211764705882,"3:5",204.4,9.23913043478261
1053,2017,1736,83.8211764705882,"3:6",363.3,11.0065573770492
1053,2017,1736,83.8211764705882,"3:7",469.7,12.1993464052288
1053,2017,1736,83.8211764705882,"3:8",530.1,12.9744565217391
1053,2017,1736,83.8211764705882,"3:9",590.1,13.0369158878505
1053,2017,1736,83.8211764705882,"3:10",694.8,12.8485714285714
1053,2018,1736,66.4408823529412,"3:3",76,1.57741935483871
1053,2018,1736,66.4408823529412,"3:4",120.4,6.28360655737705
1053,2018,1736,66.4408823529412,"3:5",137.6,9.76086956521739
1053,2018,1736,66.4408823529412,"3:6",156.8,11.7196721311475
1053,2018,1736,66.4408823529412,"3:7",209.2,13.4555555555556
1053,2018,1736,66.4408823529412,"3:8",238.7,14.3891304347826
1053,2018,1736,66.4408823529412,"3:9",256.3,14.4443925233645
1053,2018,1736,66.4408823529412,"3:10",280.2,13.9428571428571
1053,2019,1736,84.8605882352941,"3:3",78.2,6.74516129032258
1053,2019,1736,84.8605882352941,"3:4",97.4,8.24098360655738
1053,2019,1736,84.8605882352941,"3:5",133,9.17065217391304
1053,2019,1736,84.8605882352941,"3:6",248.6,11.6622950819672
1053,2019,1736,84.8605882352941,"3:7",295.7,12.9143790849673
1053,2019,1736,84.8605882352941,"3:8",340.2,13.8565217391304
1053,2019,1736,84.8605882352941,"3:9",425.2,13.8771028037383
1053,2019,1736,84.8605882352941,"3:10",493.3,13.4142857142857
1053,2020,1736,86.2802941176471,"3:3",42,5.16451612903226
1053,2020,1736,86.2802941176471,"3:4",82.6,7.2016393442623
1053,2020,1736,86.2802941176471,"3:5",103.3,8.64021739130435
1053,2020,1736,86.2802941176471,"3:6",162.2,10.7901639344262
1053,2020,1736,86.2802941176471,"3:7",254.8,11.837908496732
1053,2020,1736,86.2802941176471,"3:8",303.8,13.2135869565217
1053,2020,1736,86.2802941176471,"3:9",339.1,13.3032710280374
1053,2020,1736,86.2802941176471,"3:10",400.4,12.9767346938776
1053,2021,1736,86.1,"3:3",68.4,4.92258064516129
1053,2021,1736,86.1,"3:4",101.9,5.41967213114754
1053,2021,1736,86.1,"3:5",216.4,7.19673913043478
1053,2021,1736,86.1,"3:6",274.8,10.1188524590164
1053,2021,1736,86.1,"3:7",331.8,11.9712418300654
1053,2021,1736,86.1,"3:8",441.6,12.6755434782609
1053,2021,1736,86.1,"3:9",489,12.9971962616822
1053,2021,1736,86.1,"3:10",544.1,12.6526530612245
1054,2006,7298,86.7213235294118,"3:3",55.6,0.32258064516129
1054,2006,7298,86.7213235294118,"3:4",117.6,3.62786885245902
1054,2006,7298,86.7213235294118,"3:5",189.9,6.48369565217391
1054,2006,7298,86.7213235294118,"3:6",199.1,8.69262295081967
1054,2006,7298,86.7213235294118,"3:7",220.1,11.0294117647059
1054,2006,7298,86.7213235294118,"3:8",361.2,11.9989130434783
1054,2006,7298,86.7213235294118,"3:9",385.1,12.681308411215
1054,2006,7298,86.7213235294118,"3:10",538.8,12.7040816326531
1054,2007,7298,79.2732352941176,"3:3",55.4,6.87741935483871
1054,2007,7298,79.2732352941176,"3:4",58.5,8.54262295081967
1054,2007,7298,79.2732352941176,"3:5",137.6,9.78478260869565
1054,2007,7298,79.2732352941176,"3:6",232,11.4360655737705
1054,2007,7298,79.2732352941176,"3:7",466.7,12.4300653594771
1054,2007,7298,79.2732352941176,"3:8",527.2,13.2358695652174
1054,2007,7298,79.2732352941176,"3:9",620.8,13.2827102803738
1054,2007,7298,79.2732352941176,"3:10",658.8,12.7502040816327
1054,2008,7298,88.3251470588235,"3:3",93.6,4.4741935483871
1054,2008,7298,88.3251470588235,"3:4",116.2,5.94098360655738
1054,2008,7298,88.3251470588235,"3:5",129.3,8.28695652173913
1054,2008,7298,88.3251470588235,"3:6",185.3,10.1106557377049
1054,2008,7298,88.3251470588235,"3:7",288.6,11.6
1054,2008,7298,88.3251470588235,"3:8",430.9,12.475
1054,2008,7298,88.3251470588235,"3:9",500.2,12.5345794392523
1054,2008,7298,88.3251470588235,"3:10",664.6,12.2122448979592
1054,2009,7298,94.0770588235294,"3:3",61.8,4.85161290322581
1054,2009,7298,94.0770588235294,"3:4",82.9,7.61803278688525
1054,2009,7298,94.0770588235294,"3:5",136.8,9.19130434782609
1054,2009,7298,94.0770588235294,"3:6",217.5,10.3385245901639
1054,2009,7298,94.0770588235294,"3:7",332.4,11.8235294117647
1054,2009,7298,94.0770588235294,"3:8",418.3,12.808152173913
1054,2009,7298,94.0770588235294,"3:9",474.4,13.0434579439252
1054,2009,7298,94.0770588235294,"3:10",558.4,12.4420408163265
1054,2010,7298,92.3289705882353,"3:3",33.6,4.07741935483871
